"cim_version",datamodel,object,field,"data_type",description,"possible_values",recommended,deprecated
"4.3.1","Change_Analysis","Filesystem_Changes","file_acl",string,"Access controls associated with the file affected by the event.",,,
"4.3.1","Change_Analysis","Filesystem_Changes","file_create_time",time,"The time the file (the object of the event) was created.",,,
"4.3.1","Change_Analysis","Filesystem_Changes","file_hash",string,"A cryptographic identifier assigned to the file object affected by the event.",,,
"4.3.1","Change_Analysis","Filesystem_Changes","file_modify_time",time,"The time the file (the object of the event) was altered.",,,
"4.3.1","Change_Analysis","Filesystem_Changes","file_name",string,"The name of the file that is the object of the event (without location information related to local file or directory structure).",,,
"4.3.1","Change_Analysis","Filesystem_Changes","file_path",string,"The location of the file that is the object of the event, in local file and directory structure terms.",,,
"4.3.1","Change_Analysis","Filesystem_Changes","file_size",number,"The size of the file that is the object of the event, in kilobytes.",,,
"4.3.1","Compute_Inventory","All_Inventory",description,string,"The description of the inventory system.",,,
"4.3.1","Compute_Inventory","All_Inventory",dest,string,"The system where the data originated, the source of the event. You can alias this from more specific fields, such asdest_host, dest_ip, or dest_name.",,,
"4.3.1","Compute_Inventory","All_Inventory","dest_bunit",string,"The business unit of the system where the data originated. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Compute_Inventory","All_Inventory","dest_category",string,"The category of the system where the data originated, such asemail_server or SOX-compliant. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Compute_Inventory","All_Inventory","dest_priority",string,"The priority of the system where the data originated.",,,
"4.3.1","Compute_Inventory","All_Inventory",enabled,boolean,"Indicates whether the resource is enabled or disabled.",,,
"4.3.1","Compute_Inventory","All_Inventory",family,string,"The product family of the resource, such as 686_64 or RISC.",,,
"4.3.1","Compute_Inventory","All_Inventory","hypervisor_id",string,"The hypervisor identifier, if applicable.",,,
"4.3.1","Compute_Inventory","All_Inventory",serial,string,"The serial number of the resource.",,,
"4.3.1","Compute_Inventory","All_Inventory",status,string,"The current reported state of the resource.",,,
"4.3.1","Compute_Inventory","All_Inventory",tag,string,"Splunk uses this automatically generated field to access tags from within data models. You do not need to populate it.",,,
"4.3.1","Compute_Inventory","All_Inventory","vendor_product",string,"The vendor and product name of the resource, such as Cisco Catalyst 3850.",,,
"4.3.1","Compute_Inventory","All_Inventory",version,string,"The version of a computer resource, such as 2008r2 or3.0.0.",,,
"4.3.1","Compute_Inventory",CPU,"cpu_cores",number,"The number of CPU cores reported by the resource (total, not per CPU).",,,
"4.3.1","Compute_Inventory",CPU,"cpu_count",number,"The number of CPUs reported by the resource.",,,
"4.3.1","Compute_Inventory",CPU,"cpu_mhz",number,"The maximum speed of the CPU reported by the resource (in megahertz).",,,
"4.3.1","Compute_Inventory",Memory,mem,number,"The total amount of memory installed in or allocated to the resource, in megabytes.",,,
"4.3.1","Compute_Inventory",Network,"dest_ip",string,"The IP address for the system that the data is going to.",,,
"4.3.1","Compute_Inventory",Network,dns,string,"The domain name server for the resource.",,,
"4.3.1","Compute_Inventory",Network,"inline_nat",string,"Identifies whether the resource is a network address translation pool.",,,
"4.3.1","Compute_Inventory",Network,interface,string,"The network interfaces of the computing resource, such aseth0, eth1 or Wired Ethernet Connection, Teredo Tunneling Pseudo-Interface.",,,
"4.3.1","Compute_Inventory",Network,ip,string,"The network addresses of the computing resource, such as192.168.1.1 orE80:0000:0000:0000:0202:B3FF:FE1E:8329.",,,
"4.3.1","Compute_Inventory",Network,"lb_method",string,"The load balancing method used by the computing resource such as method, round robin, or least weight.",,,
"4.3.1","Compute_Inventory",Network,mac,string,"A MAC (media access control) address associated with the resource, such as 06:10:9f:eb:8f:14. Note: Always force lower case on this field. Note: Always use colons instead of dashes, spaces, or no separator.",,,
"4.3.1","Compute_Inventory",Network,name,string,"A name field provided in some data sources.",,,
"4.3.1","Compute_Inventory",Network,node,string,"Represents a node hit.",,,
"4.3.1","Compute_Inventory",Network,"node_port",number,"The number of the destination port on the server that you requested from.",,,
"4.3.1","Compute_Inventory",Network,"src_ip",string,"The IP address for the system from which the data originates.",,,
"4.3.1","Compute_Inventory",Network,"vip_port",number,"The port number for the virtual IP address (VIP). A VIP allows multiple MACs to use one IP address. VIPs are often used by load balancers.",,,
"4.3.1","Compute_Inventory",OS,os,string,"The operating system of the resource, such as Microsoft Windows Server 2008r2. This field is constructed fromvendor_product and version fields.",,,
"4.3.1","Compute_Inventory",Snapshot,size,number,"The snapshot file size, in megabytes.",,,
"4.3.1","Compute_Inventory",Snapshot,snapshot,string,"The name of a snapshot file.",,,
"4.3.1","Compute_Inventory",Snapshot,time,time,"The time at which the snapshot was taken.",,,
"4.3.1","Compute_Inventory",Storage,array,string,"The array that the storage resource is a member of, if applicable",,,
"4.3.1","Compute_Inventory",Storage,blocksize,number,"The block size used by the storage resource, in kilobytes.",,,
"4.3.1","Compute_Inventory",Storage,cluster,string,"The index cluster that the resource is a member of, if applicable.",,,
"4.3.1","Compute_Inventory",Storage,"fd_max",number,"The maximum number of file descriptors available.",,,
"4.3.1","Compute_Inventory",Storage,latency,number,"The latency reported by the resource, in milliseconds.",,,
"4.3.1","Compute_Inventory",Storage,mount,string,"The path at which a storage resource is mounted.",,,
"4.3.1","Compute_Inventory",Storage,parent,string,"A higher level object that this resource is owned by, if applicable.",,,
"4.3.1","Compute_Inventory",Storage,"read_blocks",number,"The maximum possible number of blocks read per second during a polling period .",,,
"4.3.1","Compute_Inventory",Storage,"read_latency",number,"For a polling period, the average amount of time elapsed until a read request is filled by the host disks (in ms).",,,
"4.3.1","Compute_Inventory",Storage,"read_ops",number,"The total number of read operations in the polling period.",,,
"4.3.1","Compute_Inventory",Storage,storage,number,"The amount of storage capacity allocated to the resource, in megabytes.",,,
"4.3.1","Compute_Inventory",Storage,"write_blocks",number,"The maximum possible number of blocks written per second during a polling period.",,,
"4.3.1","Compute_Inventory",Storage,"write_latency",number,"For a polling period, the average amount of time elapsed until a write request is filled by the host disks (in ms).",,,
"4.3.1","Compute_Inventory",Storage,"write_ops",number,"The total number of write operations in the polling period.",,,
